Station,Date,Hour,Tdry,Twet,RH,Tdew
41351,20230421,13,20.8,19.1,84,18
41351,20230421,14,20.1,19,90,18.4
41351,20230421,15,20,19.1,91,18.5
41351,20230421,16,19.6,19,94,18.6
41351,20230421,17,19.6,19,94,18.6
41351,20230421,18,19.6,19.1,95,18.8
41351,20230421,19,19.7,19.3,96,19.1
41351,20230421,20,20.1,19.4,93,18.9
41351,20230421,21,20.4,19.4,91,18.9
41351,20230421,22,20.4,19.4,91,18.9
41351,20230421,23,20.4,19.2,89,18.5
41351,20230422,0,20.3,19.2,90,18.6
41351,20230422,1,20.1,19.3,92,18.8
41351,20230422,2,20,19.6,96,19.4
41351,20230422,3,20,19.5,95,19.2
41351,20230422,4,20.2,19.5,93,19
41351,20230422,5,20,19.7,97,19.5
41351,20230422,6,20.2,19.9,97,19.7
41351,20230422,7,20.4,20,96,19.7
41351,20230422,8,20.4,20.1,97,19.9
41351,20230422,9,20.8,20.5,97,20.3
41351,20230422,10,21.6,21.1,95,20.8
41351,20230422,11,22.2,21.8,96,21.5
41351,20230422,12,22.2,21.5,94,21.2
41351,20230422,13,22.3,21.9,96,21.6
41351,20230422,14,22,21.5,95,21.2
41351,20230422,15,21.4,20.5,92,20.1
41351,20230422,16,21,20,91,19.5
41351,20230422,17,20.6,19.5,90,18.9
41351,20230422,18,19.8,19.2,94,18.8
41351,20230422,19,19.4,18.9,95,18.6
41351,20230422,20,19.2,18.9,97,18.7
41351,20230422,21,19.3,19.1,98,19
41351,20230422,22,18.5,18,95,17.7
41351,20230422,23,18.3,17.6,93,17.2
41351,20230423,0,18.3,17.8,95,17.5
41351,20230423,1,18.3,17.7,94,17.3
41351,20230423,2,18,17.6,96,17.4
41351,20230423,3,17.9,17.5,96,17.3
41351,20230423,4,18.2,17.4,92,16.9
41351,20230423,5,18.1,16.9,88,16.1
41351,20230423,6,17.9,16.9,90,16.3
41351,20230423,7,17.9,16.6,87,15.7
41351,20230423,8,17.8,16.8,90,16.1
41351,20230423,9,18.1,16.9,88,16.1
41351,20230423,10,18.5,17.3,88,16.5
41351,20230423,11,19.2,17.4,83,16.3
41351,20230423,12,19.2,17.4,83,16.3
41351,20230423,13,19.5,17.4,80,16
41351,20230423,14,20.4,17.8,76,16
41351,20230423,15,18.8,16.8,81,15.5
41351,20230423,16,18.8,16.5,78,14.9
41351,20230423,17,18.3,16.6,83,15.4
41351,20230423,18,18,16,80,14.5
41351,20230423,19,17.9,15.7,78,14
41351,20230423,20,17.5,15.2,77,13.4
41351,20230423,21,17.5,15,75,13
41351,20230423,22,17.7,14.6,70,12.2
41351,20230423,23,17.5,14.6,71,12.2
41351,20230424,0,17.3,14.3,70,11.8
41351,20230424,1,16.8,14.4,76,12.6
41351,20230424,2,16.3,14.7,83,13.4
41351,20230424,3,16.6,14.7,80,13.1
41351,20230424,4,16.8,14.6,78,13
41351,20230424,5,16.2,14.3,80,12.8
41351,20230424,6,16.9,14.6,77,12.9
41351,20230424,7,16.2,15.5,92,14.9
41351,20230424,8,16.7,14.4,77,12.7
41351,20230424,9,17.3,12.6,55,8.2
41351,20230424,10,17.9,13.1,55,8.8
41351,20230424,11,18.6,13.1,50,8
41351,20230424,12,18.5,13.4,53,8.8
41351,20230424,13,18.4,13.2,52,8.4
41351,20230424,14,17.9,12.8,52,7.9
41351,20230424,15,17.7,12.6,52,7.8
41351,20230424,16,17,11.9,51,6.8
41351,20230424,17,16,11.6,56,7.3
41351,20230424,18,14.9,11,59,7
41351,20230424,19,14.8,11,60,7.1
41351,20230424,20,14.7,10.9,60,7
41351,20230424,21,13.5,10.3,64,6.8
41351,20230424,22,12.5,9.4,64,5.9
41351,20230424,23,10,8.4,79,6.6
41351,20230425,0,7.9,7.1,88,6.1
41351,20230425,1,7,6.5,93,6
41351,20230425,2,6.3,5.9,94,5.4
41351,20230425,3,6,5.7,95,5.3
41351,20230425,4,5.8,5.6,96,5.2
41351,20230425,5,5.6,5.4,96,5
41351,20230425,6,5.4,5.2,96,4.8
41351,20230425,7,5.3,5.1,97,4.9
41351,20230425,8,8.3,8.2,98,8
41351,20230425,9,11.3,9.3,75,7.1
41351,20230425,10,14.8,12.4,74,10.2
41351,20230425,11,18.2,13.7,58,9.8
41351,20230425,12,19,14.1,55,9.8
41351,20230425,13,18.2,13.7,58,9.8
41351,20230425,14,18.1,13.5,57,9.5
41351,20230425,15,18.6,13.5,53,8.8
41351,20230425,16,17.8,12.9,54,8.4
41351,20230425,17,17.1,12.8,58,8.8
41351,20230425,18,16.5,12.9,64,9.7
41351,20230425,19,16.5,12.7,62,9.2
41351,20230425,20,16.5,12.8,63,9.5
41351,20230425,21,16.6,13.7,71,11.3
41351,20230425,22,15.9,12.8,68,10
41351,20230425,23,16.2,13,67,10.1
41351,20230426,0,16.5,12.7,62,9.2
41351,20230426,1,16.7,13.2,65,10.1
41351,20230426,2,16.8,12.6,59,8.8
41351,20230426,3,16.5,13.4,69,10.8
41351,20230426,4,16.6,13.4,68,10.7
41351,20230426,5,17.1,13.4,64,10.3
41351,20230426,6,17.2,13.3,62,9.9
41351,20230426,7,16.8,13.4,66,10.4
41351,20230426,8,17.5,13.6,62,10.2
41351,20230426,9,19.1,14.7,60,11.2
41351,20230426,10,19,14.9,62,11.6
41351,20230426,11,19,15.2,65,12.3
41351,20230426,12,20,15.8,62,12.5
41351,20230426,13,19.4,15.8,67,13.1
41351,20230426,14,17.1,16.5,94,16.1
41351,20230426,15,18.2,16.1,79,14.5
41351,20230426,16,19,16.1,73,14.1
41351,20230426,17,18,15.7,77,13.9
41351,20230426,18,16.9,15.2,83,14
41351,20230426,19,15.3,14.2,88,13.3
41351,20230426,20,14.4,13.7,92,13.1
41351,20230426,21,13.4,12.9,94,12.5
41351,20230426,22,13,12.6,95,12.2
41351,20230426,23,12.7,12.5,97,12.2
41351,20230427,0,11.8,11.6,97,11.3
41351,20230427,1,13.5,13.3,98,13.2
41351,20230427,2,14,13.7,97,13.5
41351,20230427,3,14.5,14,94,13.6
41351,20230427,4,14.6,14,93,13.5
41351,20230427,5,13.8,13.5,96,13.2
41351,20230427,6,14.2,13.9,96,13.6
41351,20230427,7,13.5,13.1,95,12.7
41351,20230427,8,13.8,13.5,96,13.2
41351,20230427,9,16.6,14.6,79,12.9
41351,20230427,10,16.9,14.6,77,12.9
41351,20230427,11,17.6,13.7,62,10.3
41351,20230427,12,18.3,13.4,54,8.9
41351,20230427,13,18.4,13.2,52,8.4
41351,20230427,14,18.5,13.3,52,8.5
41351,20230427,15,18.9,13.4,50,8.3
41351,20230427,16,19.7,14,50,9
41351,20230427,17,18.2,13.5,56,9.3
41351,20230427,18,15.3,12.5,70,9.9
41351,20230427,19,12.9,11.5,84,10.3
41351,20230427,20,13.8,12.3,83,11
41351,20230427,21,15.2,13.2,79,11.6
41351,20230427,22,15.4,13.4,79,11.8
41351,20230427,23,15.6,13.7,80,12.2
41351,20230428,0,14.9,13.7,87,12.8
41351,20230428,1,14,13.3,92,12.7
41351,20230428,2,14.5,13.9,93,13.4
41351,20230428,3,15.1,14.6,94,14.2
41351,20230428,4,14.9,14.5,95,14.1
41351,20230428,5,15.5,14.9,93,14.4
41351,20230428,6,15.2,14.7,94,14.3
41351,20230428,7,14.6,13.9,92,13.3
41351,20230428,8,14.9,14.1,91,13.5
41351,20230428,9,16.3,15.1,87,14.1
41351,20230428,10,18.1,15.5,75,13.6
41351,20230428,11,18.8,15.6,70,13.2
41351,20230428,12,19.1,15.8,69,13.3
41351,20230428,13,19.4,15.6,65,12.7
41351,20230428,14,19.7,15.3,60,11.7
41351,20230428,15,19,15.1,64,12
41351,20230428,16,18.4,14.5,63,11.2
41351,20230428,17,17.7,14.2,66,11.3
41351,20230428,18,16.7,13.6,69,11
41351,20230428,19,16.2,13.4,71,10.9
41351,20230428,20,15,12.9,77,11
41351,20230428,21,14.1,12.4,81,10.9
41351,20230428,22,13.4,11.9,83,10.6
41351,20230428,23,13.3,11.9,84,10.7
41351,20230429,0,13.3,12,85,10.8
41351,20230429,1,13.1,11.6,83,10.3
41351,20230429,2,13.2,11.7,83,10.4
41351,20230429,3,14.4,12.4,78,10.6
41351,20230429,4,13.8,12.3,83,11
41351,20230429,5,14.4,13.2,87,12.3
41351,20230429,6,13.6,12.6,88,11.7
41351,20230429,7,13.6,12.7,90,12
41351,20230429,8,13.9,13,90,12.3
41351,20230429,9,15.7,14.1,83,12.8
41351,20230429,10,18.1,15.2,72,13
41351,20230429,11,19,15,63,11.8
41351,20230429,12,19.2,15.2,63,12
41351,20230429,13,19.6,15.5,63,12.4
41351,20230429,14,18.9,15.5,68,12.9
41351,20230429,15,17.6,15.1,75,13.1
41351,20230429,16,17.5,15.4,79,13.8
41351,20230429,17,17.7,15.4,77,13.6
41351,20230429,18,17.5,15.1,76,13.2
41351,20230429,19,17.6,15.2,76,13.3
41351,20230429,20,17.5,15.2,77,13.4
41351,20230429,21,17.5,15.5,80,14
41351,20230429,22,17.6,15.5,79,13.9
41351,20230429,23,17.4,15.7,83,14.5
41351,20230430,0,17.9,16,81,14.6
41351,20230430,1,17.8,16.1,83,14.9
41351,20230430,2,18,16.1,81,14.7
41351,20230430,3,18.5,16.2,78,14.6
41351,20230430,4,18.1,16.5,84,15.4
41351,20230430,5,18.2,16.6,84,15.5
41351,20230430,6,18.5,16.8,83,15.6
41351,20230430,7,18.7,16.8,82,15.6
41351,20230430,8,19.1,16.9,79,15.4
41351,20230430,9,18.9,17.1,83,16
41351,20230430,10,18.8,17.6,88,16.8
41351,20230430,11,19.4,17.6,83,16.4
41351,20230430,12,18.9,18.1,92,17.6
41351,20230430,13,18.9,18.3,94,17.9
41351,20230430,14,18.9,18.3,94,17.9
41351,20230430,15,19,18.5,95,18.2
41351,20230430,16,19.4,18.9,95,18.6
41351,20230430,17,19.5,19,95,18.7
41351,20230430,18,19.5,19,95,18.7
41351,20230430,19,19.8,19.1,93,18.6
41351,20230430,20,20.2,19.3,91,18.7
41351,20230430,21,20.2,19.3,91,18.7
41351,20230430,22,19.9,19.2,93,18.7
41351,20230430,23,20,19.3,93,18.8
41351,20230501,0,20,19.4,94,19
41351,20230501,1,19.9,19.3,94,18.9
41351,20230501,2,20,19.5,95,19.2
41351,20230501,3,20.1,19.6,95,19.3
41351,20230501,4,20,19.5,95,19.2
41351,20230501,5,20,19.5,95,19.2
41351,20230501,6,20.1,19.6,95,19.3
41351,20230501,7,20.1,19.6,95,19.3
41351,20230501,8,20.1,19.7,96,19.4
41351,20230501,9,20.2,19.7,95,19.4
41351,20230501,10,20.7,20.3,96,20.1
41351,20230501,11,21.3,21,97,20.8
41351,20230501,12,21.2,20.7,95,20.4
41351,20230501,13,20.9,20.4,95,20.1
41351,20230501,14,21.4,20.5,92,20.1
41351,20230501,15,21.2,20.2,91,19.7
41351,20230501,16,21.1,20,90,19.4
41351,20230501,17,20.6,20,94,19.6
41351,20230501,18,20.5,20,95,19.7
41351,20230501,19,20.6,20,94,19.6
41351,20230501,20,20.5,20,95,19.7
41351,20230501,21,20.5,20,95,19.7
41351,20230501,22,20.5,20.1,96,19.8
41351,20230501,23,20.3,19.9,96,19.6
41351,20230502,0,20,19.6,96,19.4
41351,20230502,1,20.1,19.8,97,19.6
41351,20230502,2,20.2,19.8,96,19.5
41351,20230502,3,19.8,19.4,96,19.2
41351,20230502,4,19.4,19.1,97,18.9
41351,20230502,5,19.3,19.1,98,19
41351,20230502,6,19.5,19.3,98,19.2
41351,20230502,7,19.6,19.3,97,19.1
41351,20230502,8,19.6,19.4,98,19.3
41351,20230502,9,20.1,19.7,96,19.4
41351,20230502,10,20.8,19.7,90,19.1
41351,20230502,11,21.7,20,85,19.1
41351,20230502,12,22,20.3,85,19.4
41351,20230502,13,20.7,19.5,89,18.8
41351,20230502,14,20.7,19.6,90,19
41351,20230502,15,20.7,19.5,89,18.8
41351,20230502,16,20.3,19.4,91,18.8
41351,20230502,17,19.9,19.1,92,18.6
41351,20230502,18,19.8,19.1,93,18.6
41351,20230502,19,19.6,19.1,95,18.8
41351,20230502,20,19.8,19.3,95,19
41351,20230502,21,19.7,19.3,96,19.1
41351,20230502,22,19.6,19.2,96,19
41351,20230502,23,19.7,19.2,95,18.9
41351,20230503,0,19.3,19,97,18.8
41351,20230503,1,19,18.8,98,18.7
41351,20230503,2,19.2,19,98,18.9
41351,20230503,3,19.3,19.1,98,19
41351,20230503,4,19.4,19.2,98,19.1
41351,20230503,5,19.5,19.3,98,19.2
41351,20230503,6,19.6,19.5,99,19.4
41351,20230503,7,20,19.9,99,19.8
41351,20230503,8,20.2,20,98,19.9
41351,20230503,9,20.4,20.2,98,20.1
41351,20230503,10,20.3,20.1,98,20
41351,20230503,11,20.8,20.4,96,20.2
41351,20230503,12,20.7,20.3,96,20.1
41351,20230503,13,20.6,20.3,97,20.1
41351,20230503,14,21.1,20,90,19.4
41351,20230503,15,20.9,19.8,90,19.2
41351,20230503,16,20.6,19.4,89,18.7
41351,20230503,17,20.3,19.5,92,19
41351,20230503,18,20.2,19.6,94,19.2
41351,20230503,19,20,19.2,92,18.7
41351,20230503,20,19.5,19.1,96,18.9
41351,20230503,21,20,19.5,95,19.2
41351,20230503,22,19.6,19.1,95,18.8
41351,20230503,23,19.5,18.9,94,18.5
41351,20230504,0,19.3,18.6,93,18.1
41351,20230504,1,20,19.3,93,18.8
41351,20230504,2,19.9,19.4,95,19.1
41351,20230504,3,19.9,19.4,95,19.1
41351,20230504,4,20,19.5,95,19.2
41351,20230504,5,20.1,19.4,93,18.9
41351,20230504,6,20.4,19.6,92,19.1
41351,20230504,7,20.2,19.4,92,18.9
41351,20230504,8,20.2,19.5,93,19
41351,20230504,9,20.2,19.5,93,19
41351,20230504,10,20.3,19.2,90,18.6
41351,20230504,11,20.7,19.3,87,18.5
41351,20230504,12,21.1,19.7,87,18.9
41351,20230504,13,20.8,19.1,84,18
41351,20230504,14,19.5,19.1,96,18.9
41351,20230504,15,19.9,19.5,96,19.3
41351,20230504,16,20.1,19.4,93,18.9
41351,20230504,17,19,18.6,96,18.4
41351,20230504,18,18,17.7,97,17.5
41351,20230504,19,18,17.8,98,17.7
41351,20230504,20,17.9,17.8,99,17.8
41351,20230504,21,17.8,17.7,99,17.7
41351,20230504,22,17.8,17.7,99,17.7
41351,20230504,23,19.3,19.1,98,19
41351,20230505,0,20,19.2,92,18.7
41351,20230505,1,20.2,19.3,91,18.7
41351,20230505,2,20,19.1,91,18.5
41351,20230505,3,19.4,18.5,91,17.9
41351,20230505,4,19.6,18.6,90,17.9
41351,20230505,5,19.8,18.8,90,18.1
41351,20230505,6,19.3,17.6,84,16.5
41351,20230505,7,19.8,18.6,89,17.9
41351,20230505,8,20.1,18.7,87,17.9
41351,20230505,9,20.2,18.9,88,18.2
41351,20230505,10,19.9,19.2,93,18.7
41351,20230505,11,19.6,18.9,93,18.5
41351,20230505,12,18.9,18.2,93,17.8
41351,20230505,13,20,18.7,88,18
41351,20230505,14,19.6,19,94,18.6
41351,20230505,15,19.4,18.8,94,18.4
41351,20230505,16,19.8,19.2,94,18.8
41351,20230505,17,19.8,19.1,93,18.6
41351,20230505,18,19.6,18.7,91,18.1
41351,20230505,19,19.9,19,91,18.4
41351,20230505,20,20,19.2,92,18.7
41351,20230505,21,20,18.8,89,18.1
41351,20230505,22,20,18.7,88,18
41351,20230505,23,20,19,90,18.3
41351,20230506,0,20,18.8,89,18.1
41351,20230506,1,19.8,18.6,89,17.9
41351,20230506,2,19.8,18.6,89,17.9
41351,20230506,3,19.7,18.4,88,17.7
41351,20230506,4,19.6,18.3,88,17.6
41351,20230506,5,19.5,18.4,89,17.6
41351,20230506,6,19.4,18,87,17.2
41351,20230506,7,19.2,17.9,87,17
41351,20230506,8,19.2,17.6,85,16.6
41351,20230506,9,19.7,18.1,85,17.1
41351,20230506,10,20.1,18.6,86,17.7
41351,20230506,11,18.6,17.9,93,17.5
41351,20230506,12,19.9,18.7,89,18
41351,20230506,13,20,18.5,86,17.6
41351,20230506,14,20,18.3,84,17.2
41351,20230506,15,18.5,17.7,92,17.2
41351,20230506,16,18.5,17.9,94,17.5
41351,20230506,17,18.8,17.8,90,17.1
41351,20230506,18,19.6,18.6,90,17.9
41351,20230506,19,19.6,18,85,17
41351,20230506,20,19.5,17.6,82,16.4
41351,20230506,21,19.5,17.7,83,16.6
41351,20230506,22,19.5,17.8,84,16.7
41351,20230506,23,19.4,17.9,86,17
41351,20230507,0,19.4,17.8,85,16.8
41351,20230507,1,19.2,17.6,85,16.6
41351,20230507,2,19.3,17.6,84,16.5
41351,20230507,3,19.2,17.7,86,16.8
41351,20230507,4,19,17.8,88,17
41351,20230507,5,19,17.7,87,16.8
41351,20230507,6,19.1,17.5,85,16.5
41351,20230507,7,19.1,17.7,86,16.7
41351,20230507,8,18.9,17.7,88,16.9
41351,20230507,9,19.4,17.9,86,17
41351,20230507,10,20,18.3,84,17.2
41351,20230507,11,20.7,18.5,80,17.1
41351,20230507,12,20.5,18.5,82,17.3
41351,20230507,13,20.3,18.7,85,17.7
41351,20230507,14,21.8,19.3,78,17.8
41351,20230507,15,20.4,18.5,82,17.2
41351,20230507,16,20.8,18.6,80,17.2
41351,20230507,17,19.8,18.2,85,17.2
41351,20230507,18,19.2,18,88,17.2
41351,20230507,19,19.2,17.9,87,17
41351,20230507,20,19,17.8,88,17
41351,20230507,21,18.9,17.7,88,16.9
41351,20230507,22,18.6,18,94,17.6
41351,20230507,23,18.7,18.3,96,18.1
41351,20230508,0,18.8,18.4,96,18.2
41351,20230508,1,19.2,18.8,96,18.5
41351,20230508,2,19.2,18.9,97,18.7
41351,20230508,3,19.4,19,96,18.7
41351,20230508,4,19.9,19.2,93,18.7
41351,20230508,5,19.6,19.1,95,18.8
41351,20230508,6,19.2,18.8,96,18.5
41351,20230508,7,19.2,18.8,96,18.5
41351,20230508,8,19.7,18.3,87,17.5
41351,20230508,9,19.8,18,83,16.8
41351,20230508,10,20.4,17.9,77,16.2
41351,20230508,11,20.8,17.8,73,15.8
41351,20230508,12,20.5,17.7,75,15.9
41351,20230508,13,20.7,17.7,73,15.7
41351,20230508,14,21.3,18.1,72,16.1
41351,20230508,15,20.8,18.1,76,16.4
41351,20230508,16,20,17.7,79,16.3
41351,20230508,17,19.8,17.7,80,16.3
41351,20230508,18,19.3,17.6,84,16.5
41351,20230508,19,19,17.6,86,16.6
41351,20230508,20,19,17.7,87,16.8
41351,20230508,21,19.2,18,88,17.2
41351,20230508,22,19.3,18.1,88,17.3
41351,20230508,23,19.2,18.1,89,17.3
41351,20230509,0,19.3,18,87,17.1
41351,20230509,1,19.2,18.1,89,17.3
41351,20230509,2,19.4,18.3,89,17.6
41351,20230509,3,19.3,18.1,88,17.3
41351,20230509,4,19.5,18.3,88,17.5
41351,20230509,5,19.5,18.5,90,17.8
41351,20230509,6,19.7,18.6,89,17.8
41351,20230509,7,19.8,18.8,90,18.1
41351,20230509,8,19.6,18.8,92,18.3
41351,20230509,9,19.6,19.1,95,18.8
41351,20230509,10,19.2,18.7,95,18.4
41351,20230509,11,16.9,16.7,98,16.6
41351,20230509,12,17.2,17,98,16.9
41351,20230509,13,17.5,17,95,16.7
41351,20230509,14,17.6,17.1,95,16.8
41351,20230509,15,17.9,17.3,94,16.9
41351,20230509,16,18,17.5,95,17.2
41351,20230509,17,17.8,17.3,95,17
41351,20230509,18,17.9,17.5,96,17.3
41351,20230509,19,18,17.3,93,16.9
41351,20230509,20,17.9,17.6,97,17.4
41351,20230509,21,18.2,18.1,99,18.1
41351,20230509,22,18.6,18.4,98,18.3
41351,20230509,23,18.5,18.3,98,18.2
41351,20230510,0,17.9,17.7,98,17.6
41351,20230510,1,17.2,17,98,16.9
41351,20230510,2,16.5,16.3,98,16.2
41351,20230510,3,16.6,15.9,93,15.5
41351,20230510,4,16.8,15.9,91,15.3
41351,20230510,5,16.7,15.9,92,15.4
41351,20230510,6,17.2,16.1,89,15.4
41351,20230510,7,17.4,16.1,87,15.2
41351,20230510,8,17.2,16.3,91,15.7
41351,20230510,9,17.9,16,81,14.6
41351,20230510,10,16,15.4,93,14.9
41351,20230510,11,17.5,15.7,82,14.4
41351,20230510,12,17.9,15.5,76,13.6
41351,20230510,13,16,14.2,81,12.8
41351,20230510,14,15.9,13.8,78,12.1
41351,20230510,15,15.1,13.3,81,11.9
41351,20230510,16,16,12.4,63,9
41351,20230510,17,15,11.5,63,8
41351,20230510,18,13,11.5,83,10.2
41351,20230510,19,14,11.4,71,8.8
41351,20230510,20,14.5,10.9,61,7.1
41351,20230510,21,12,10.3,80,8.7
41351,20230510,22,11.4,10.6,90,9.8
41351,20230510,23,12.8,11.5,85,10.4
41351,20230511,0,14,11.1,68,8.2
41351,20230511,1,12.3,10.6,80,9
41351,20230511,2,12.4,11.2,86,10.1
41351,20230511,3,10.3,9.5,90,8.7
41351,20230511,4,12.1,10.3,79,8.6
41351,20230511,5,12.8,10.1,69,7.3
41351,20230511,6,13,10,66,6.8
41351,20230511,7,13.7,10.3,62,6.6
41351,20230511,8,11.5,9.5,76,7.4
41351,20230511,9,11.2,9.8,82,8.3
41351,20230511,10,11,9.2,78,7.3
41351,20230511,11,13.6,11.8,79,10
41351,20230511,12,13.8,10.9,68,8
41351,20230511,13,11.1,10,86,8.9
41351,20230511,14,12.9,10.1,68,7.2
41351,20230511,15,10,8.8,84,7.4
41351,20230511,16,11.1,9.8,84,8.5
41351,20230511,17,11,9.4,80,7.7
41351,20230511,18,11.1,9.5,80,7.8
41351,20230511,19,11.5,10,82,8.5
41351,20230511,20,10.2,9.7,93,9.1
41351,20230511,21,9.4,9.1,96,8.8
41351,20230511,22,10.2,9.9,96,9.6
41351,20230511,23,10.7,10.2,93,9.6
41351,20230512,0,11.3,10.5,90,9.7
41351,20230512,1,10.7,9.6,86,8.5
41351,20230512,2,10,9.2,89,8.3
41351,20230512,3,9.5,8.7,89,7.8
41351,20230512,4,8.4,7.9,93,7.3
41351,20230512,5,7.7,7.4,96,7.1
41351,20230512,6,9.6,9,92,8.4
41351,20230512,7,9,8.7,96,8.4
41351,20230512,8,9.8,9.6,97,9.4
41351,20230512,9,12.3,10.6,80,9
41351,20230512,10,13.4,11.2,75,9.1
41351,20230512,11,14.3,11.1,65,7.8
41351,20230512,12,14.9,11.5,64,8.2
41351,20230512,13,15.6,11.6,59,7.6
41351,20230512,14,15.9,11,51,5.8
41351,20230512,15,15.8,11.1,53,6.3
41351,20230512,16,15.3,11,56,6.6
41351,20230512,17,14.1,10.6,62,7
41351,20230512,18,12.4,10,72,7.5
41351,20230512,19,9.8,8.9,88,7.9
41351,20230512,20,8.6,8.2,94,7.7
41351,20230512,21,8.2,7.9,96,7.6
41351,20230512,22,7.5,7.3,97,7.1
41351,20230512,23,7.3,7.2,98,7
41351,20230513,0,6.9,6.8,98,6.6
41351,20230513,1,6.6,6.5,98,6.3
41351,20230513,2,6.3,6.2,98,6
41351,20230513,3,6,5.9,98,5.7
41351,20230513,4,5.7,5.6,99,5.6
41351,20230513,5,5.5,5.4,99,5.4
41351,20230513,6,5.7,5.6,99,5.6
41351,20230513,7,5.5,5.4,99,5.4
41351,20230513,8,7.2,7.1,99,7.1
41351,20230513,9,11,10.9,99,10.9
41351,20230513,10,13.9,12.7,86,11.6
41351,20230513,11,15.8,14,81,12.6
41351,20230513,12,16.6,14.7,80,13.1
41351,20230513,13,18.1,14.5,66,11.7
41351,20230513,14,18.3,14.6,65,11.6
41351,20230513,15,17.4,13.8,65,10.8
41351,20230513,16,17.6,14.1,66,11.2
41351,20230513,17,15.8,13.6,77,11.8
41351,20230513,18,14.1,12.8,85,11.6
41351,20230513,19,12.5,11.8,92,11.3
41351,20230513,20,11.3,11,96,10.7
41351,20230513,21,10.7,10.4,96,10.1
41351,20230513,22,9.9,9.7,97,9.5
41351,20230513,23,10.4,10.3,98,10.1
41351,20230514,0,11.9,11.7,97,11.4
41351,20230514,1,11.7,11.5,98,11.4
41351,20230514,2,11.4,11.3,98,11.1
41351,20230514,3,10.9,10.8,98,10.6
41351,20230514,4,11.2,11.1,99,11.1
41351,20230514,5,11.8,11.7,99,11.6
41351,20230514,6,11.4,11.3,99,11.3
41351,20230514,7,10,9.9,98,9.7
41351,20230514,8,11.4,11.3,99,11.3
41351,20230514,9,13.4,13.3,99,13.3
41351,20230514,10,14.6,14,93,13.5
41351,20230514,11,16.8,14.2,74,12.2
41351,20230514,12,17.2,14,68,11.3
41351,20230514,13,17.4,13.5,62,10.1
41351,20230514,14,18.2,13.4,55,9
41351,20230514,15,17.2,13.2,61,9.6
41351,20230514,16,17.8,14,63,10.7
41351,20230514,17,16.6,13.8,72,11.6
41351,20230514,18,13.7,12.6,87,11.6
41351,20230514,19,12,11.4,92,10.8
41351,20230514,20,10.9,10.6,96,10.3
41351,20230514,21,10.9,10.7,97,10.5
41351,20230514,22,10.4,10.3,98,10.1
41351,20230514,23,9.6,9.5,98,9.3
41351,20230515,0,9.8,9.7,99,9.7
41351,20230515,1,9.8,9.7,98,9.5
41351,20230515,2,9.1,9,98,8.8
41351,20230515,3,10.8,10.7,99,10.7
41351,20230515,4,12.3,12.2,99,12.2
41351,20230515,5,12.9,12.8,99,12.8
41351,20230515,6,12.3,12.1,98,12
41351,20230515,7,11.3,11.2,99,11.2
41351,20230515,8,13,12.9,99,12.9
41351,20230515,9,14,13.8,98,13.7
41351,20230515,10,14.5,14.3,98,14.2
41351,20230515,11,16.2,15.3,90,14.6
41351,20230515,12,15.9,15.1,91,14.4
41351,20230515,13,17.2,14.6,74,12.5
41351,20230515,14,17.6,13.6,61,10
41351,20230515,15,16.9,13.6,67,10.7
41351,20230515,16,16.5,13.2,67,10.4
41351,20230515,17,15.5,12.8,72,10.5
41351,20230515,18,14.2,12.1,77,10.2
41351,20230515,19,13.4,11.9,83,10.6
41351,20230515,20,12.2,11.3,89,10.5
41351,20230515,21,11,10.5,94,10.1
41351,20230515,22,10.3,10.1,97,9.8
41351,20230515,23,10.4,10.3,98,10.1
41351,20230516,0,9.5,9.4,98,9.2
41351,20230516,1,8.8,8.7,98,8.5
41351,20230516,2,8.6,8.5,98,8.3
41351,20230516,3,8.3,8.2,99,8.2
41351,20230516,4,10.6,10.5,99,10.5
41351,20230516,5,9.5,9.4,99,9.4
41351,20230516,6,9.3,9.2,99,9.2
41351,20230516,7,8.3,8.2,99,8.2
41351,20230516,8,9.2,9.1,99,9.1
41351,20230516,9,12.5,12.4,99,12.4
41351,20230516,10,15.4,13.9,84,12.7
41351,20230516,11,15.6,13.8,81,12.4
41351,20230516,12,17.2,13.9,67,11
41351,20230516,13,16,13.2,71,10.8
41351,20230516,14,15.6,12.8,71,10.4
41351,20230516,15,17,13.2,63,9.9
41351,20230516,16,17,13.4,64,10.2
41351,20230516,17,14.3,12.7,82,11.3
41351,20230516,18,13.5,12.3,86,11.2
41351,20230516,19,11.7,11.1,93,10.6
41351,20230516,20,12.1,11.7,95,11.3
41351,20230516,21,12.6,12.2,95,11.8
41351,20230516,22,11.9,11.3,92,10.7
41351,20230516,23,10.1,9.7,95,9.3
41351,20230517,0,10.6,10.4,97,10.2
41351,20230517,1,9.6,9.5,98,9.3
41351,20230517,2,9.8,9.7,98,9.5
41351,20230517,3,8.8,8.7,98,8.5
41351,20230517,4,8.5,8.4,99,8.4
41351,20230517,5,9.4,9.3,99,9.3
41351,20230517,6,8.7,8.6,99,8.6
41351,20230517,7,10,9.9,99,9.9
41351,20230517,8,9.8,9.7,99,9.7
41351,20230517,9,13.2,13,98,12.9
41351,20230517,10,16.5,14.3,77,12.5
41351,20230517,11,17.1,13.4,64,10.3
41351,20230517,12,17.6,13.6,61,10
41351,20230517,13,17.9,13.9,62,10.5
